0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FÓSFORO,",PROVA,DE,REABSORÇÃO,TUBULAR,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRUTOSAMINAS,(PROTEÍNAS,GLICOSILADAS),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRUTOSE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
117PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
GALACTOSE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALACTOSE-1-FOSFATO,URIDILTRANSFERASE,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,26BIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMA-GLUTAMIL,TRANSFERASE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASOMETRIA,"(PH,","PCO2,","TCO2,","PO2,",SAT,"O2,","HCO3,",EXCESSO,DE,BASE),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLICEMIA,APÓS,SOBRECARGA,COM,GLICOSE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLICOSE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLICOSE-6-FOSFATO,DESIDROGENASE,(G6PD),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBULINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPTOGLOBINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMOGLOBINA,GLICOSILADA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMOGLOBINA,PLASMÁTICA,LIVRE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEXOSAMINIDASE,"A,",DOSAGEM,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDROXIPROLINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOMOCISTINA,",DOSAGEM,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMOCISTEÍNA,-,PESQUISA,E/OU,DOSAGEM,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMUNOFIXAÇÃO,PARA,PROTEÍNAS,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,47BIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LACTOSE,",TESTE,DE,TOLERÂNCIA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIPASE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIPÍDIOS,TOTAIS,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
118PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
LÍTIO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNÉSIO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MALTOSE,",TESTE,DE,TOLERÂNCIA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICOBACTÉRIA,-,TESTE,DE,SENSIBILIDADE,A,DROGAS,"MIC,",POR,DROGA,TESTADA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIOGLOBINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MUCOPOLISSACARIDOSE,",PESQUISA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCITOCINASE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSMOLALIDADE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPP-A,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARACETAMOL,(ACETAMINOFENO),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEPTÍDEO,NATRIURÉTICO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERFIL,LIPÍDICO,/,LIPIDOGRAMA,(LÍPIDIOS,"TOTAIS,","COLESTEROL,",TRIGLICERÍDIOS,E,ELETROFORESE,,,,,,,,,,,,,,,,,,,
LIPOPROTEÍNAS),-,PESQUISA,E/OU,DOSAGEMAMB,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRUVATO,QUINASE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PORFIRINAS,",FRACIONAMENTO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTÁSSIO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRÉ-ALBUMINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PROCALCITONINA,",DOSAGEM,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,127BIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROTEÍNAS,TOTAIS,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVA,IMUNOALÉRGICAS,PARA,BACTÉRIAS,(POR,ANTÍGENOS),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,,,,,,,,,,,,,
AMB:,Seg.,AmbulatorialHCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,,,,,,,,,,,,,
REF:,Plano,ReferênciaPAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,,,,,,,,,,,,,
119PROCEDIMENTORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(alteração)VIGÊNCIA,CUUUUUUUUUUUUUUUUUUUUUUUUUU,VOLTA MARIA,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULORol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,,,,,,,,,,,,,
PROVA,IMUNOALÉRGICAS,PARA,FUNGOS,(POR,ANTÍGENOS),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACAROSE,",TESTE,DE,TOLERÂNCIA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÓDIO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCCINIL,ACETONA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),VOLTA MARIA,HCO,HSO,REF,PAC,63BIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULFATOS,ORGÂNICOS,OU,INORGÂNICOS,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,DE,TOLERÂNCIA,A,INSULINA,OU,HIPOGLICEMIANTES,ORAIS,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESTE,ORAL,DE,TOLERÂNCIA,À,GLICOSE,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIROSINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSAMINASE,OXALACÉTICA,(ASPARTATO,AMINOTRANSFERASE),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSAMINASE,PIRÚVICA,(ALANINA,AMINOTRANSFERASE),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSFERRINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIGLICERÍDEOS,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPSINA,IMUNO,REATIVA,(IRT),VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROPONINA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URÉIA,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UROBILINOGÊNIO,VOLTA MARIA,HCO,HSO,REFBIOQUÍMICA,"(SANGUE,",URINA,E,OUTROS,,,,,,,,,,,,,,,,,,,,
MATERIAIS)PROCEDIMENTOS,LABORATORIAISPROCEDIMENTOS,DIAGNÓSTICOS,E,,,,,,,,,,,,,,,,,,,,,,,,,
TERAPÊUTICOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
